Dye_Name,Concentration,R_400,R_410,R_420,R_430,R_440,R_450,R_460,R_470,R_480,R_490,R_500,R_510,R_520,R_530,R_540,R_550,R_560,R_570,R_580,R_590,R_600,R_610,R_620,R_630,R_640,R_650,R_660,R_670,R_680,R_690,R_700
Suncron Blue SE-3RT_I,1.0,23.228079,25.346703,28.820229,31.549751,32.364399,30.99398,28.259611,25.564856,22.549503,19.733229,17.196503,14.774436,12.715036,10.850972,9.262358,7.957228,6.966121,6.250751,5.833158,5.637029,5.62055,5.816387,6.25804,7.118453,8.59279,10.752434,13.950384,18.217468,24.910122,29.634506,36.941372
Suncron Blue SE-3RT_I,2.0,15.811001,17.585608,20.644115,23.097116,23.885962,22.63118,20.113602,17.695225,15.060338,12.705976,10.648352,8.779278,7.29982,6.033248,5.042307,4.282586,3.772086,3.378298,3.165161,3.061736,3.062077,3.168707,3.383167,3.823634,4.619298,5.919585,8.071212,11.216277,16.665012,21.001522,27.781725
Suncron Blue SE-3RT_I,4.0,9.50733,10.786762,13.196564,15.182571,15.913399,14.866093,12.804075,10.853213,8.850223,7.165457,5.791954,4.638049,3.814536,3.180904,2.747923,2.465996,2.266452,2.107684,2.032008,2.019069,2.035521,2.069766,2.155399,2.303571,2.637105,3.117361,4.167698,5.947292,9.51782,13.004079,18.688644
Suncron Blue SE-3RT_I,6.0,6.992909,8.049618,10.03409,11.819737,12.482204,11.560189,9.746954,8.080629,6.449674,5.14179,4.125789,3.337415,2.825785,2.463207,2.232266,2.104826,1.987177,1.908048,1.875892,1.886791,1.905097,1.923274,1.971435,2.04257,2.202774,2.518298,3.032902,4.159282,6.716217,9.608468,14.498857
Suncron Blue T-FW_I,0.01,71.508026,74.950999,77.471,79.522824,80.770242,81.645876,82.156885,82.294965,82.171679,81.486177,80.737758,79.735941,78.651547,77.27893,75.757354,74.18294,72.33578,70.53436,68.988109,68.032449,67.330354,66.77475,66.927284,67.661077,70.611691,75.103658,80.393267,84.869713,89.111191,89.439565,90.549189
Suncron Blue T-FW_I,0.025,69.686425,73.056471,75.520462,77.43414,78.408736,78.757524,78.8266,78.30829,77.228028,75.605386,73.880351,71.968973,70.052302,67.834401,65.561712,63.229561,60.669637,58.283699,56.317288,55.102903,54.227734,53.53924,53.719229,54.640913,58.283848,64.066339,71.575636,78.486925,86.130965,87.489909,89.937711
Suncron Blue T-FW_I,0.05,67.218971,70.386374,72.834986,74.607259,75.212646,75.296342,74.653262,73.541623,71.662325,69.280297,66.86424,64.386439,61.999482,59.397519,56.772465,54.167485,51.405042,48.894551,46.883434,45.649615,44.791898,44.095525,44.281474,45.25038,49.026138,55.179757,63.618052,72.335571,81.973857,84.568977,88.426745
Suncron Blue T-FW_I,0.1,62.696201,65.6259,68.094414,69.844908,70.110238,69.879591,68.714762,67.119247,64.539737,61.521155,58.54798,55.546021,52.791399,49.865705,47.039852,44.297799,41.537988,39.025679,37.077603,35.885283,35.047543,34.383151,34.544086,35.501438,39.221418,45.366973,54.271716,64.19223,76.263392,80.142283,86.021864
Suncron Blue T-FW_I,0.25,52.646697,55.541927,58.360767,60.290885,60.396099,59.563631,57.543778,55.089569,51.527643,47.748116,44.118369,40.447235,37.206402,34.01764,31.120232,28.441989,25.90045,23.603226,21.830918,20.733498,19.947678,19.279423,19.339246,20.124659,23.301451,28.765199,37.134853,47.382012,61.629725,68.013644,77.415448
Suncron Blue T-FW_I,0.5,43.509448,46.068546,49.039516,50.958306,51.15577,49.95726,47.657323,45.003742,41.278762,37.453797,33.853635,30.307654,27.207094,24.233289,21.569812,19.161618,16.951284,14.985217,13.527341,12.629098,11.993298,11.475709,11.434034,12.048135,14.537643,19.081479,26.460955,36.061418,50.140572,57.650661,68.707544
Suncron Blue T-FW_I,1.0,35.853615,38.006383,40.900603,42.660716,42.735168,41.342998,38.875443,36.127621,32.426131,28.716901,25.309932,22.005966,19.182843,16.539225,14.245944,12.230477,10.469763,8.95769,7.871914,7.243657,6.836469,6.477359,6.463441,6.838144,8.565285,11.990075,18.140444,26.820749,40.295053,48.153129,59.922707
Suncron Blue T-FW_I,2.0,27.298707,29.089946,31.802672,33.389065,33.439201,31.987476,29.5921,26.970622,23.541966,20.18055,17.171878,14.336094,11.998922,9.948362,8.258958,6.84347,5.677238,4.77239,4.136048,3.838023,3.630178,3.451609,3.448669,3.630401,4.55185,6.631602,10.948864,17.958573,30.019546,37.906638,49.743825
Suncron Blue T-FW_I,4.0,20.079237,21.104956,23.614275,24.992882,24.999467,23.622304,21.371669,18.973221,15.936942,13.079995,10.636635,8.45007,6.796826,5.443524,4.434525,3.656482,3.089958,2.679236,2.436347,2.30347,2.243142,2.18591,2.204883,2.310071,2.617712,3.565061,6.020447,10.877928,20.687412,28.29617,39.537364
Suncron Blue T-FW_I,6.0,15.803626,16.763771,18.906698,20.159993,20.167446,18.918909,16.88184,14.720452,12.055987,9.628992,7.607451,5.901037,4.684968,3.760009,3.105674,2.662731,2.343733,2.127599,2.0067,1.961393,1.943215,1.921801,1.941662,1.997441,2.199677,2.696065,4.138647,7.64737,15.6351,22.8185,33.453023
Suncron Brill. Blue RF_I,0.01,70.979759,74.694,77.619743,80.044998,81.655495,82.829247,83.605255,84.039757,84.313248,84.345497,84.408249,84.611,84.771004,84.78875,83.973244,82.521751,80.723503,78.60675,76.610252,74.694496,72.886246,71.472755,71.065498,71.99675,74.821999,78.864998,83.764252,87.688744,91.462746,91.263748,92.466995
Suncron Brill. Blue RF_I,0.025,69.372498,73.312744,76.666245,79.449997,81.079498,82.023254,82.413002,82.435501,82.134995,81.373505,80.785751,80.780251,80.657249,80.222252,78.235497,75.541,72.363251,69.0215,65.998749,63.314747,60.802002,58.935497,58.432251,59.672749,63.441746,69.007256,76.145256,82.443748,89.918503,90.346245,93.097748
Suncron Brill. Blue RF_I,0.05,65.897499,70.380997,74.365753,77.861748,79.745003,80.624252,80.861244,80.544746,79.745499,78.355003,77.088753,76.293495,75.44175,73.579002,70.29525,66.638252,62.422501,58.407749,54.914249,51.930248,49.206501,47.198997,46.649498,47.961746,52.024002,58.259998,66.908005,74.895744,85.558495,87.50325,92.632256
Suncron Brill. Blue RF_I,0.1,59.547001,64.606499,70.261002,75.555252,78.336494,79.631248,79.834,79.486504,78.323494,76.144997,73.514,70.53125,66.977753,62.620003,57.680248,53.064751,48.34375,44.134499,40.644749,37.690002,35.043251,33.064999,32.481499,33.708248,37.566998,43.79525,52.977997,62.277245,76.109001,80.384247,88.840256
Suncron Brill. Blue RF_I,0.25,50.131001,55.601753,63.048492,70.897499,74.839249,76.001755,75.587997,74.244751,71.613998,67.899002,63.804745,59.589001,55.065502,49.939999,44.579998,39.722,35.076996,31.088001,27.833502,25.115751,22.737749,20.954,20.352751,21.33025,24.607,30.169252,38.827751,47.927502,63.234501,69.657745,81.026749
Suncron Brill. Blue RF_I,0.5,42.154751,47.680752,56.032745,65.820251,70.916496,72.1045,70.782501,68.597,64.81575,60.125751,55.284752,50.542999,45.704998,40.556499,35.350002,30.662249,26.331249,22.682499,19.741499,17.333248,15.28275,13.7575,13.185251,13.884249,16.444248,21.127249,28.806499,37.282749,52.305504,59.907253,72.592506
Suncron Brill. Blue RF_I,1.0,33.253998,38.410751,47.197746,58.315002,64.499756,65.671501,63.607002,60.660999,56.030499,50.689751,45.478249,40.578499,35.808254,30.895,26.0355,21.698498,17.861752,14.722499,12.283,10.3955,8.874,7.76,7.417,7.8535,9.498999,12.9585,19.16275,26.539251,40.849751,48.957748,62.103249
Suncron Brill. Blue RF_I,2.0,24.73325,29.329252,37.92775,49.57925,56.417252,57.548248,54.942001,51.556747,46.519749,40.966,35.758499,30.953501,26.43775,21.953751,17.68475,13.9915,10.909,8.564,6.849749,5.63225,4.741,4.12375,3.989,4.15575,5.0375,7.09675,11.3515,16.928001,29.7225,37.9515,50.744499
Suncron Brill. Blue RF_I,4.0,17.601749,21.58025,29.709749,41.428249,48.645252,49.67625,46.664749,43.008751,37.873249,32.328999,27.296501,22.741751,18.6005,14.701751,11.184,8.375999,6.202001,4.71975,3.73575,3.18,2.76725,2.54225,2.4715,2.56825,2.95625,3.86825,6.2215,9.638251,19.968,28.083752,40.138252
Suncron Brill. Blue RF_I,6.0,14.801,18.338999,25.947498,37.217247,44.306248,45.335251,42.361752,38.8125,33.8475,28.51775,23.70075,19.379751,15.54725,12.02075,8.928002,6.5755,4.83325,3.6815,2.96625,2.62525,2.33775,2.20425,2.176,2.27025,2.5355,3.1065,4.77625,7.288,16.061501,23.884001,35.407497
Suncron Brill. Blue R_I,0.01,70.380491,74.150252,76.739252,78.796995,80.067497,80.750251,80.892009,80.52125,79.658008,78.279757,76.704252,74.818254,72.738999,70.560503,68.37399,66.538751,64.238,61.963999,60.169494,58.788753,57.475495,56.423497,56.440502,57.288498,60.393745,65.426999,71.65975,77.481002,84.831256,86.258489,88.573003
Suncron Brill. Blue R_I,0.025,68.661249,72.343248,74.797499,76.649004,77.41375,77.444249,76.550257,75.058001,72.820753,70.261252,67.574251,64.747751,61.781752,58.86125,56.143498,53.815746,51.108998,48.5755,46.610999,45.150003,43.776748,42.67,42.659751,43.551749,46.851999,52.403748,59.843248,67.483497,77.641004,80.755007,85.174251
Suncron Brill. Blue R_I,0.05,65.459746,69.401002,71.863246,73.556989,73.899752,73.281008,71.407247,69.011998,65.6865,62.270749,58.969998,55.614245,52.294499,49.136502,46.301252,43.7985,41.084498,38.543999,36.630249,35.191002,33.917505,32.84775,32.828498,33.710003,36.903998,42.407,50.132251,58.340251,70.443255,74.739248,80.930251
Suncron Brill. Blue R_I,0.1,60.500252,64.457494,67.019498,68.529999,68.5215,67.021006,64.060748,60.7095,56.4255,52.34375,48.601255,44.973248,41.528752,38.378248,35.589749,33.070999,30.478251,28.102252,26.326498,25.016499,23.8675,22.912,22.881751,23.689249,26.623249,31.786501,39.304,47.481,60.616249,66.2835,74.338502
Suncron Brill. Blue R_I,0.25,51.666749,55.607003,58.499002,60.060251,59.601247,57.182503,53.053248,48.796749,43.80075,39.348999,35.486251,31.863749,28.560248,25.64275,23.112753,20.76925,18.501751,16.494,15.02825,13.967249,13.10575,12.3765,12.363499,13.003001,15.303999,19.597502,26.317751,33.899999,46.882498,53.683001,63.453001
Suncron Brill. Blue R_I,0.5,43.33725,47.086251,49.989501,51.475251,50.695002,47.833502,43.356749,38.947499,34.014252,29.743999,26.1455,22.797498,19.86025,17.3325,15.1915,13.244499,11.433001,9.89775,8.791251,8.06075,7.47575,7.018501,6.97625,7.40375,9.01975,12.27125,17.826749,24.47325,36.741,43.734002,53.992999
Suncron Brill. Blue R_I,1.0,34.516752,37.874752,40.744752,42.02925,41.086251,38.062251,33.562249,29.30325,24.68975,20.794249,17.605749,14.761001,12.37025,10.42125,8.826751,7.454,6.24975,5.2855,4.63125,4.277,3.931,3.732,3.7025,3.93025,4.8245,6.805,10.729501,15.852,26.816002,33.713999,43.84425
Suncron Brill. Blue R_I,2.0,25.707752,28.55975,31.220749,32.366252,31.424248,28.582999,24.438499,20.59575,16.571249,13.3175,10.771751,8.617,6.937501,5.68275,4.715,3.9605,3.34775,2.89425,2.634,2.47975,2.36175,2.29275,2.3025,2.43,2.725,3.5985,5.74475,8.88575,17.546499,24.059252,33.5875
Suncron Brill. Blue R_I,4.0,17.50325,19.72775,22.024496,23.001499,22.16925,19.7355,16.235499,13.0925,9.958249,7.606,5.89125,4.58125,3.666,3.0535,2.65425,2.36875,2.16275,1.99025,1.9145,1.89025,1.874,1.8685,1.89925,1.94775,2.054,2.389,3.06975,4.3985,9.78075,15.314001,23.558751
Suncron Brill. Blue R_I,6.0,13.63775,15.24875,17.251998,18.091999,17.391998,15.3235,12.3475,9.720001,7.19825,5.38925,4.15225,3.27025,2.69575,2.3605,2.161,2.02525,1.909,1.82025,1.78575,1.795,1.802,1.811,1.8435,1.87875,1.93625,2.08275,2.384,2.984,6.47175,11.117001,18.2855
Suncron Brill. Red S-FWH_I,0.001,73.051,76.992249,79.635,81.720996,83.045995,84.017998,84.643245,84.948754,85.072005,84.949511,84.666502,84.202254,83.685255,83.306503,83.05425,83.076501,83.332747,83.960503,85.3095,87.142491,89.472997,91.036499,91.532743,91.742247,91.769999,91.935754,92.028749,92.022753,92.1785,91.843247,91.839755
Suncron Brill. Red S-FWH_I,0.025,72.098249,75.867498,78.219759,79.848754,80.593002,80.818999,80.634999,79.999751,78.99,77.728999,76.393247,75.010753,73.724002,72.685504,72.067243,72.253996,72.527003,73.776001,76.503503,80.605996,86.281252,91.123998,93.359995,94.624251,94.676501,94.771004,94.743752,94.010752,93.564749,92.859495,92.850757
Suncron Brill. Red S-FWH_I,0.05,70.880246,74.367499,76.226252,77.039248,76.914507,76.121992,74.698502,73.040754,70.789498,68.506002,66.275001,64.218748,62.32475,60.8325,59.942496,60.207748,60.545254,62.264001,65.997255,71.846747,80.386752,88.72,93.584996,96.80925,97.589511,97.5595,97.48475,96.506751,95.17675,94.210005,94.185752
Suncron Brill. Red S-FWH_I,0.1,67.892003,70.542997,70.949495,70.117247,68.023992,65.186751,61.804003,58.574247,54.78375,51.414251,48.454249,45.826501,43.620002,42.005748,41.130498,41.29625,41.742,43.889001,48.473749,56.036496,67.919755,81.64224,92.197746,101.014495,104.974008,104.720998,104.456747,102.136493,99.180496,96.889997,97.215998
Suncron Brill. Red S-FWH_I,0.25,62.273496,63.587499,62.341499,59.654498,55.965,51.780498,47.386751,43.5745,39.438748,35.970247,33.116254,30.634248,28.67825,27.323002,26.666,26.7535,27.237999,29.317251,33.731502,41.27225,53.930497,70.202249,85.0465,99.3945,107.618749,108.658755,109.379506,106.262755,102.128494,99.007499,99.512243
Suncron Brill. Red S-FWH_I,0.5,56.303996,56.584251,54.311752,50.682747,46.387249,41.820499,37.319499,33.557999,29.681998,26.50575,23.96275,21.811,20.177251,19.099998,18.64875,18.6225,19.170249,21.03025,25.010997,31.96775,44.125998,60.805249,77.490753,95.061249,106.505501,109.361506,111.201489,108.189011,103.521514,99.954748,100.648737
Suncron Brill. Red S-FWH_I,1.0,48.100999,47.340751,44.323498,40.214002,35.729998,31.24575,27.02125,23.649999,20.364498,17.732248,15.701251,14.048,12.874,12.14725,11.92375,11.86975,12.366,13.874501,17.10325,22.970252,33.81525,49.7915,67.351997,87.387002,102.151752,107.538998,110.50849,109.223008,104.286742,100.479496,101.447499
Suncron Brill. Red S-FWH_I,2.0,39.024249,37.541497,34.255254,30.127251,25.945753,21.942,18.346253,15.60525,13.03125,11.087,9.648,8.536001,7.786749,7.4155,7.27975,7.35975,7.679,8.794501,11.187001,15.719,24.5315,38.551748,55.274749,75.677752,92.460752,100.583756,106.500995,106.077254,102.714002,98.974001,100.05275
Suncron Brill. Red S-FWH_I,4.0,30.399749,28.442001,25.266248,21.489,17.854249,14.56075,11.740001,9.69925,7.92125,6.6625,5.76825,5.11225,4.7245,4.51675,4.46925,4.5585,4.77125,5.48925,7.0475,10.11375,16.303249,27.004749,41.009,59.21675,75.760752,85.961998,94.090247,96.486247,96.389502,93.889499,96.341246
Suncron Brill. Red S-FWH_I,6.0,26.583251,24.628501,21.679501,18.199998,14.928751,12.028751,9.606,7.9335,6.4595,5.4885,4.80375,4.288,4.003,3.85875,3.83325,3.9245,4.160999,4.67675,5.924,8.415,13.4785,22.387499,34.498006,50.625253,65.977007,76.366746,85.048997,88.914508,90.723753,89.438748,92.52274
Suncron Brill. Scarlet S-FW_I,0.025,70.012468,72.450656,73.895353,74.475539,74.116653,73.077476,71.741796,70.376039,68.791795,67.238259,66.089571,65.32321,65.282965,65.559036,66.830009,69.369024,73.214602,78.42862,83.687609,87.015361,88.640815,89.024031,89.014,89.032781,89.032245,89.05499,88.961488,88.887656,88.706988,88.632447,88.522279
Suncron Brill. Scarlet S-FW_I,0.05,66.847914,68.436396,68.377221,67.495084,65.375727,62.687838,59.906316,57.474655,54.966325,52.784491,51.277417,50.290656,50.235939,50.579345,52.132624,55.376565,60.689199,68.793929,78.077507,85.323489,89.498627,90.621245,90.601087,90.594572,90.461355,90.29901,89.959657,89.678353,89.120924,88.922727,88.868785
Suncron Brill. Scarlet S-FW_I,0.1,60.354638,60.130346,58.036315,55.179143,51.510119,47.586972,43.941769,41.053146,38.230228,35.95382,34.447506,33.517426,33.538905,33.945972,35.535064,38.980922,44.921789,54.598677,67.379552,79.597092,88.750857,92.319036,92.676598,92.933851,92.821479,92.246866,91.733187,90.93715,89.966547,89.629436,89.541072
Suncron Brill. Scarlet S-FW_I,0.25,50.40822,48.419255,44.912151,41.028655,36.816987,32.754669,29.182741,26.503578,24.012655,22.066608,20.869905,20.168234,20.255165,20.683922,22.131915,25.25959,30.838493,40.374506,54.138416,69.537652,83.754176,91.616076,93.615758,94.851512,94.82609,93.875289,93.473876,92.208827,90.771365,90.301359,90.210569
Suncron Brill. Scarlet S-FW_I,0.5,41.686681,38.699478,34.889933,30.970359,26.970834,23.266417,20.114177,17.82916,15.789239,14.27691,13.363799,12.918587,12.978253,13.389218,14.628853,17.296462,22.18754,30.88921,44.226828,60.423231,77.252853,88.528258,92.718053,95.153254,95.569724,94.629443,94.248217,92.775446,91.118121,90.517306,90.462232
Suncron Brill. Scarlet S-FW_I,1.0,33.055913,29.494545,25.763717,22.108412,18.607199,15.491517,12.948632,11.186541,9.692743,8.644285,8.022481,7.818195,7.859578,8.199677,9.169546,11.260603,15.180472,22.554806,34.568051,50.21503,68.02392,81.849307,88.661087,92.97483,94.634932,94.171178,93.75506,92.579675,91.016734,90.396273,90.44655
Suncron Brill. Scarlet S-FW_I,2.0,24.198364,20.784216,17.498545,14.431208,11.679556,9.362137,7.583195,6.427889,5.517977,4.928921,4.634645,4.496795,4.553553,4.871246,5.469096,6.913559,9.716699,15.371542,25.330028,39.415798,56.831038,72.477996,82.087469,89.055037,92.386574,92.735708,93.188387,92.043114,90.556645,89.971232,90.102559
Suncron Brill. Scarlet S-FW_I,4.0,16.620952,13.518986,10.895678,8.645346,6.759121,5.307372,4.290443,3.65894,3.250932,2.959451,2.811694,2.776387,2.809319,2.989818,3.440651,4.182209,5.909636,9.683231,16.951147,28.271639,43.411243,58.618253,69.803548,78.830892,84.551948,86.941504,88.815463,88.786101,88.467705,87.856466,88.881445
Suncron Brill. Scarlet S-FW_I,6.0,13.459554,10.602472,8.414125,6.614903,5.140524,4.068081,3.336174,2.904501,2.648388,2.468832,2.361333,2.347036,2.368248,2.499458,2.765423,3.342952,4.610522,7.531346,13.350916,22.914636,36.281022,50.479537,61.781114,71.527255,78.321427,82.084799,85.070091,86.041903,86.492562,86.40756,87.649673
Suncron Brill. Violet B ECO_I,1.0,37.804501,40.54475,43.625,43.758499,40.404251,35.851254,31.024,26.824751,22.375751,18.877501,15.9915,13.201,11.148251,9.85425,8.67125,7.49125,6.94625,7.07275,7.37175,7.43075,7.51225,8.7735,12.8775,21.275499,33.25275,46.648251,59.220757,68.437996,74.180504,74.858498,77.43325
Suncron Brill. Violet B_I,0.01,70.534744,74.293007,76.872002,78.759254,79.691498,79.943504,79.779007,79.00425,77.667252,75.988243,74.139999,71.859245,69.66375,67.876747,66.072754,64.405251,63.122749,63.369251,64.088753,64.04425,64.0495,65.945755,70.873245,77.795502,83.890755,87.761749,89.873253,90.692993,91.234497,91.123749,91.25174
Suncron Brill. Violet B_I,0.025,68.88475,72.635002,75.307999,76.973251,77.080498,76.651001,75.137253,73.165497,70.314499,67.430756,64.487,61.198498,58.243,56.013248,53.8615,51.772499,50.298752,50.62225,51.460751,51.389503,51.392502,53.657253,59.846252,69.183998,78.450249,85.135002,89.04525,90.72525,91.426498,91.287247,91.451996
Suncron Brill. Violet B_I,0.05,66.240997,70.139,72.928497,74.247498,73.945496,72.406502,69.826996,66.848503,62.879002,59.245255,55.743004,52.003754,48.795002,46.466999,44.257999,42.046749,40.583496,40.922249,41.783501,41.716251,41.742496,44.07375,50.587498,61.042,72.411995,81.428505,87.292496,90.193497,91.113251,91.078247,91.488991
Suncron Brill. Violet B_I,0.1,62.260746,66.04525,69.029747,70.064995,68.883499,66.186996,62.492001,58.672501,53.955753,49.869251,46.151752,42.278,39.07975,36.8255,34.702999,32.498749,31.143751,31.524998,32.368248,32.310997,32.386501,34.7155,41.243,52.150249,64.967499,76.128754,84.138504,88.588249,90.54525,90.261497,91.03775
Suncron Brill. Violet B_I,0.25,54.212749,57.726246,60.930252,61.637753,59.162247,55.188744,50.474503,46.029999,40.972,36.809002,33.191002,29.529249,26.611,24.616501,22.74625,20.734001,19.727001,20.011749,20.70525,20.650999,20.755751,22.8965,28.969252,39.584248,53.010498,66.300247,76.900742,83.577255,87.047997,87.101746,88.6315
Suncron Brill. Violet B_I,0.5,46.331249,49.475754,52.674747,53.035004,50.011497,45.576252,40.65575,36.209003,31.362247,27.443249,24.103001,20.775751,18.2055,16.48975,14.894749,13.21975,12.434,12.635751,13.102749,13.14525,13.240251,15.035748,20.3545,30.189751,43.141499,56.76825,68.610252,76.406754,80.869255,81.21151,83.287254
Suncron Brill. Violet B_I,2.0,31.46925,33.651001,36.460751,36.392002,33.091751,28.78125,24.31175,20.514,16.581001,13.5575,11.141749,8.8995,7.33625,6.37425,5.54525,4.7625,4.39875,4.49125,4.63225,4.71075,4.78025,5.64675,8.702001,15.64025,26.385748,39.012249,51.300251,60.728748,67.366997,68.281494,71.217255
